,popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
3795,9.894,417,False,/f0QHSGkvgjvXlmPfIaoco1jxLh6.jpg,9964,False,/hCUMT2CWzqe6hodI4YmrayqCS15.jpg,en,Bad Taste,"[28, 35, 27, 878]",Bad Taste,6.5,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country’s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens’ headquarters.",1987-12-01
3796,18.722,2124,False,/3mInub5c8o00H7EJ1TrjAqOzIuc.jpg,7555,False,/lp0dFHiuj0neI0C2F9DU4SHFVXB.jpg,en,Rambo,"[28, 53]",Rambo,6.5,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008-01-24
3797,28.466,1181,False,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,6950,False,/adoJ67TJ9BbvYVYn8oujbj19nsl.jpg,en,Outbreak,"[28, 18, 878, 53]",Outbreak,6.5,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",1995-03-10
3798,16.837,1395,False,/c3t2toMUNypdBiFAUETrpYK2otD.jpg,286554,False,,en,Two Night Stand,"[10749, 35]",Two Night Stand,6.5,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",2014-09-26
3799,7.584,265,False,/nKUYXA8b0AVB1wcg56UQw90HH1Z.jpg,60175,False,,fr,Les sous-doués,[35],The Under-Gifted,6.5,"The story centers around a graduating class of ""less-gifted"" students in a private Versailles high school. Only a miracle has brought the students this far along, and after a practical joke misfires and the whole school is dynamited, the students are in deep trouble. They have to present themselves in court for their punishment and it could not be worse: If they don't pass their high-school graduation exams, they go to prison!",1980-04-30
3800,9.787,208,False,/lxOQEr3wOrDEy0VINfSoEZlIYEO.jpg,11899,False,/wSxRjSeBjYnlsHtAXTEA0BicsLz.jpg,en,The Muppets Take Manhattan,"[35, 10749, 10751]",The Muppets Take Manhattan,6.5,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.",1984-06-27
3801,16.846,1001,False,/7pyhR5K1iv67daYw0DfsmsersKA.jpg,1911,False,/sjZIN2oDzOLGYuz21QwWw1tJ8ly.jpg,en,The 13th Warrior,"[12, 36, 28]",The 13th Warrior,6.5,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.",1999-08-13
3802,7.084,241,False,/1qD7fwL53IXaRhqKAmuX8XdsqGw.jpg,692,False,/gsOZZZbvb8F1ptfbvPtm0FVIrox.jpg,en,Pink Flamingos,"[35, 80]",Pink Flamingos,6.5,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",1972-03-12
3803,13.936,1402,False,/esubm23z8N5JUA1wQ5yLSjLicDx.jpg,306947,False,/lc6Tpns2k5PBEvaSciXJFYUVmJm.jpg,en,The Invitation,[53],The Invitation,6.5,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",2015-08-05
3804,7.882,216,False,/fyY19vwlKaJfPJHunvc7fjQczI1.jpg,287689,False,/oVTFyzEeKLOxiKUBdljPE8kM7nb.jpg,en,7 Days in Hell,"[35, 10770]",7 Days in Hell,6.5,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,2015-07-11
3805,16.317,3493,False,/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,50546,False,/sRJXffIo0tY2acAUlIThoopsxia.jpg,en,Just Go with It,"[35, 10749]",Just Go with It,6.5,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",2011-02-10
3806,13.668,442,False,/gw38Ye5Zsah2kiJ6ecsfBEWx3lL.jpg,44865,False,/g1IY9uei7CaZgqHfJV20OCF2fSY.jpg,zh,一代宗師,"[28, 18, 36]",The Grandmaster,6.5,"Ip Man's peaceful life in Foshan changes after Gong Yutian seeks an heir for his family in Southern China. Ip Man then meets Gong Er who challenges him for the sake of regaining her family's honor. After the Second Sino-Japanese War, Ip Man moves to Hong Kong and struggles to provide for his family. In the mean time, Gong Er chooses the path of vengeance after her father was killed by Ma San.",2013-01-10
3807,11.774,886,False,/hblv1HIeeQmta3olEhxldrXFfkX.jpg,9779,False,,en,The Sisterhood of the Traveling Pants,"[18, 35]",The Sisterhood of the Traveling Pants,6.5,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",2005-06-01
3808,15.377,1135,False,/hnDzdvCamSKY2yCYGnjD3TkQPrB.jpg,36593,False,,en,Naked Gun 33⅓: The Final Insult,"[35, 80]",Naked Gun 33⅓: The Final Insult,6.5,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he is to find out what top terrorist, Rocco, has planned for when he escapes. Frank's wife, Jane, is desperate for a baby.. this adds to Frank's problems. A host of celebrities at the Academy awards ceremony are humiliated by Frank as he blunders his way trying to foil Rocco.",1994-03-18
3809,13.439,761,False,/h4XoHYvZK4BErpW3DmFe0Hy8Vzo.jpg,1266,False,/jTOBB5KWdgY4ahpfHo1rikc4wEB.jpg,en,Street Kings,"[28, 80, 18, 53]",Street Kings,6.5,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",2008-04-10
3810,7.478,399,False,/xsgsVyYxXoeM5gQHHNHXNl6fyUN.jpg,335051,False,/lZFtJAbiiGwiDgC2rNZruKzlcix.jpg,it,Se Dio vuole,[35],God Willing,6.5,"The son of an atheist, authoritarian father, believed to be liberal, wants to become a priest.",2015-04-09
3811,14.413,678,False,/zy6hJYii2PJfMRoUBlULhfuLsgL.jpg,43549,False,,en,The Experiment,"[18, 53]",The Experiment,6.5,20 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.,2010-07-15
3812,10.813,604,False,/oMnsNcEXLabig6M0Yxn2gfcfyVA.jpg,37645,False,/dLQHyr2elJf2vuayUPUNlOYQJ1g.jpg,fr,L'Immortel,"[28, 80, 53]",22 Bullets,6.5,"Charly Matteï has turned his back on his life as an outlaw. For the last three years, he's led a peaceful life devoting himself to his wife and two children. Then, one winter morning, he's left for dead in the parking garage in Marseille's Old Port, with 22 bullets in his body. Against all the odds, he doesn't die...",2010-03-23
3813,8.363,236,False,/wUT0OLYY9HouuAkVFNchponJ5gQ.jpg,14055,False,,en,Starter for 10,"[35, 18, 10749]",Starter for 10,6.5,"In 1985, against the backdrop of Thatcherism, Brian Jackson enrolls in the University of Bristol, a scholarship boy from seaside Essex with a love of knowledge for its own sake and a childhood spent watching University Challenge, a college quiz show. At Bristol he tries out for the Challenge team and falls under the spell of Alice, a lovely blond with an extensive sexual past.",2006-09-13
3814,16.934,1116,False,/9C7GrP6g29hklOqtGE0eEUbsPeC.jpg,10664,False,/nKkvSOfzm80DXIfdOIZn8Laa3oG.jpg,es,[REC]²,"[27, 53]",[REC]²,6.5,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",2009-09-15
